region,year,matrix,total_prelevements,non_conformes_France,non_conformes_Danemark,non_conformes_USA,pourcentage_France,pourcentage_Danemark,pourcentage_USA
Pays de la Loire,2011,Groundwater,21,18,11,0,85.71428571428571,52.38095238095239,0
Pays de la Loire,2015,Drinking water,1,0,0,0,0,0,0
Pays de la Loire,2015,Surface water,5,0,0,0,0,0,0
Pays de la Loire,2016,Sediment,6,5,5,2,83.33333333333334,83.33333333333334,33.33333333333333
Pays de la Loire,2017,Groundwater,34,34,24,0,100,70.58823529411765,0
Pays de la Loire,2017,Sediment,10,10,10,10,100,100,100
Pays de la Loire,2017,Surface water,5,0,0,0,0,0,0
Pays de la Loire,2018,Biota,14,14,14,14,100,100,100
Pays de la Loire,2018,Groundwater,37,37,26,0,100,70.27027027027027,0
Pays de la Loire,2018,Sediment,4,4,4,4,100,100,100
Pays de la Loire,2018,Surface water,2,0,0,0,0,0,0
Pays de la Loire,2019,Biota,9,9,9,9,100,100,100
Pays de la Loire,2019,Groundwater,32,32,21,0,100,65.625,0
Pays de la Loire,2019,Sediment,1,0,0,0,0,0,0
Pays de la Loire,2019,Surface water,275,0,0,0,0,0,0
Pays de la Loire,2020,Biota,4,4,4,4,100,100,100
Pays de la Loire,2020,Groundwater,13,13,12,0,100,92.3076923076923,0
Pays de la Loire,2020,Sediment,1,0,1,0,0,100,0
Pays de la Loire,2020,Surface water,184,0,0,0,0,0,0
Pays de la Loire,2021,Biota,6,6,6,6,100,100,100
Pays de la Loire,2021,Groundwater,25,25,25,0,100,100,0
Pays de la Loire,2021,Sediment,2,0,2,0,0,100,0
Pays de la Loire,2021,Surface water,277,0,0,0,0,0,0
Pays de la Loire,2022,Groundwater,23,20,20,1,86.95652173913044,86.95652173913044,4.3478260869565215
Pays de la Loire,2022,Sediment,3,3,3,3,100,100,100
Pays de la Loire,2022,Surface water,425,0,0,0,0,0,0
Pays de la Loire,2023,Biota,22,13,18,18,59.09090909090909,81.81818181818183,81.81818181818183
Pays de la Loire,2023,Groundwater,40,34,34,0,85,85,0
Pays de la Loire,2023,Surface water,363,0,0,0,0,0,0
Pays de la Loire,2024,Biota,1,1,1,1,100,100,100
Pays de la Loire,2024,Drinking water,2,0,0,0,0,0,0
Pays de la Loire,2024,Groundwater,54,45,40,1,83.33333333333334,74.07407407407408,1.8518518518518516
Pays de la Loire,2024,Surface water,8,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2009,Groundwater,2,2,2,0,100,100,0
Provence-Alpes-Côte d'Azur,2009,Surface water,5,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2010,Groundwater,2,2,2,0,100,100,0
Provence-Alpes-Côte d'Azur,2011,Groundwater,22,20,16,0,90.9090909090909,72.72727272727273,0
Provence-Alpes-Côte d'Azur,2012,Surface water,2,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2013,Surface water,35,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2014,Drinking water,1,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2014,Surface water,15,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2015,Surface water,70,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2016,Surface water,103,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2017,Biota,8,8,8,8,100,100,100
Provence-Alpes-Côte d'Azur,2017,Surface water,81,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2018,Biota,6,6,6,6,100,100,100
Provence-Alpes-Côte d'Azur,2018,Groundwater,24,19,18,0,79.16666666666666,75,0
Provence-Alpes-Côte d'Azur,2018,Surface water,244,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2019,Biota,9,9,9,9,100,100,100
Provence-Alpes-Côte d'Azur,2019,Groundwater,36,31,30,0,86.11111111111111,83.33333333333334,0
Provence-Alpes-Côte d'Azur,2019,Sediment,3,3,3,3,100,100,100
Provence-Alpes-Côte d'Azur,2019,Surface water,251,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2019,Unknown,1,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2020,Biota,7,7,7,7,100,100,100
Provence-Alpes-Côte d'Azur,2020,Groundwater,38,31,28,0,81.57894736842105,73.68421052631578,0
Provence-Alpes-Côte d'Azur,2020,Surface water,215,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2021,Biota,10,10,10,10,100,100,100
Provence-Alpes-Côte d'Azur,2021,Groundwater,37,35,35,0,94.5945945945946,94.5945945945946,0
Provence-Alpes-Côte d'Azur,2021,Surface water,314,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2022,Biota,15,8,15,15,53.333333333333336,100,100
Provence-Alpes-Côte d'Azur,2022,Groundwater,38,36,36,0,94.73684210526315,94.73684210526315,0
Provence-Alpes-Côte d'Azur,2022,Sediment,1,1,1,1,100,100,100
Provence-Alpes-Côte d'Azur,2022,Surface water,305,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2023,Biota,8,6,8,8,75,100,100
Provence-Alpes-Côte d'Azur,2023,Drinking water,5,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2023,Groundwater,74,67,64,6,90.54054054054053,86.48648648648648,8.108108108108109
Provence-Alpes-Côte d'Azur,2023,Surface water,242,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2024,Drinking water,89,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2024,Groundwater,71,57,56,4,80.28169014084507,78.87323943661971,5.633802816901409
Provence-Alpes-Côte d'Azur,2024,Surface water,4,0,0,0,0,0,0
Provence-Alpes-Côte d'Azur,2024,Unknown,1,0,0,0,0,0,0
Île-de-France,2006,Surface water,1,0,0,0,0,0,0
Île-de-France,2008,Surface water,1,0,0,0,0,0,0
Île-de-France,2009,Groundwater,3,3,3,0,100,100,0
Île-de-France,2009,Surface water,23,0,0,0,0,0,0
Île-de-France,2010,Groundwater,5,5,5,0,100,100,0
Île-de-France,2010,Surface water,12,0,0,0,0,0,0
Île-de-France,2011,Groundwater,5,4,3,0,80,60,0
Île-de-France,2012,Surface water,3,0,0,0,0,0,0
Île-de-France,2013,Surface water,10,0,0,0,0,0,0
Île-de-France,2014,Drinking water,1,0,0,0,0,0,0
Île-de-France,2015,Drinking water,1,0,0,0,0,0,0
Île-de-France,2016,Surface water,739,0,0,0,0,0,0
Île-de-France,2017,Groundwater,56,53,39,1,94.64285714285714,69.64285714285714,1.7857142857142856
Île-de-France,2017,Sediment,3,3,3,3,100,100,100
Île-de-France,2017,Surface water,781,0,0,0,0,0,0
Île-de-France,2018,Groundwater,1,1,1,0,100,100,0
Île-de-France,2018,Surface water,809,0,0,0,0,0,0
Île-de-France,2019,Biota,10,10,10,10,100,100,100
Île-de-France,2019,Sediment,2,2,2,2,100,100,100
Île-de-France,2019,Surface water,697,0,0,0,0,0,0
Île-de-France,2020,Groundwater,62,62,57,4,100,91.93548387096774,6.451612903225806
Île-de-France,2020,Surface water,797,0,0,0,0,0,0
Île-de-France,2021,Biota,7,7,7,7,100,100,100
Île-de-France,2021,Groundwater,58,54,43,3,93.10344827586206,74.13793103448276,5.172413793103448
Île-de-France,2021,Sediment,1,1,1,1,100,100,100
Île-de-France,2021,Surface water,638,0,0,0,0,0,0
Île-de-France,2022,Biota,3,2,3,3,66.66666666666666,100,100
Île-de-France,2022,Groundwater,65,62,57,2,95.38461538461539,87.6923076923077,3.076923076923077
Île-de-France,2022,Sediment,1,1,1,1,100,100,100
Île-de-France,2022,Surface water,901,0,0,0,0,0,0
Île-de-France,2023,Biota,12,11,12,12,91.66666666666666,100,100
Île-de-France,2023,Groundwater,49,46,44,1,93.87755102040816,89.79591836734694,2.0408163265306123
Île-de-France,2023,Sediment,1,1,1,1,100,100,100
Île-de-France,2023,Surface water,548,0,0,0,0,0,0
Île-de-France,2024,Biota,6,4,6,6,66.66666666666666,100,100
Île-de-France,2024,Groundwater,65,60,46,2,92.3076923076923,70.76923076923077,3.076923076923077
Île-de-France,2024,Surface water,626,0,0,0,0,0,0
NA,2016,Surface water,21,0,0,0,0,0,0
NA,2017,Surface water,75,0,0,0,0,0,0
NA,2018,Surface water,51,0,0,0,0,0,0
NA,2019,Surface water,98,0,0,0,0,0,0
NA,2020,Surface water,76,0,0,0,0,0,0
NA,2021,Biota,1,1,1,1,100,100,100
NA,2021,Surface water,84,0,0,0,0,0,0
NA,2022,Biota,3,1,3,3,33.33333333333333,100,100
NA,2022,Surface water,79,0,0,0,0,0,0
NA,2023,Surface water,22,0,0,0,0,0,0
