region,year,matrix,total_prelevements,non_conformes_France,non_conformes_Danemark,non_conformes_USA,pourcentage_France,pourcentage_Danemark,pourcentage_USA
Guyane,2023,Surface water,1,0,0,0,0,0,0
Guyane,2024,Surface water,1,0,0,0,0,0,0
Hauts-de-France,2009,Groundwater,5,0,5,0,0,100,0
Hauts-de-France,2010,Groundwater,7,0,6,0,0,85.71428571428571,0
Hauts-de-France,2010,Surface water,2,0,0,0,0,0,0
Hauts-de-France,2011,Groundwater,18,0,13,0,0,72.22222222222221,0
Hauts-de-France,2012,Surface water,1,0,0,0,0,0,0
Hauts-de-France,2013,Surface water,5,0,0,0,0,0,0
Hauts-de-France,2014,Groundwater,93,0,36,0,0,38.70967741935484,0
Hauts-de-France,2016,Surface water,542,0,0,0,0,0,0
Hauts-de-France,2017,Groundwater,39,0,25,0,0,64.1025641025641,0
Hauts-de-France,2017,Sediment,1,0,0,0,0,0,0
Hauts-de-France,2017,Surface water,532,0,0,0,0,0,0
Hauts-de-France,2018,Groundwater,95,0,64,3,0,67.36842105263158,3.1578947368421053
Hauts-de-France,2018,Surface water,602,0,0,0,0,0,0
Hauts-de-France,2019,Biota,3,3,3,3,100,100,100
Hauts-de-France,2019,Groundwater,106,0,66,2,0,62.264150943396224,1.8867924528301887
Hauts-de-France,2019,Surface water,243,0,0,0,0,0,0
Hauts-de-France,2020,Biota,1,1,1,1,100,100,100
Hauts-de-France,2020,Groundwater,142,0,81,3,0,57.04225352112676,2.112676056338028
Hauts-de-France,2020,Surface water,439,0,0,0,0,0,0
Hauts-de-France,2021,Biota,3,3,3,3,100,100,100
Hauts-de-France,2021,Groundwater,151,0,59,1,0,39.0728476821192,0.6622516556291391
Hauts-de-France,2021,Surface water,320,0,0,0,0,0,0
Hauts-de-France,2022,Biota,2,1,2,2,50,100,100
Hauts-de-France,2022,Groundwater,110,0,57,2,0,51.81818181818182,1.8181818181818181
Hauts-de-France,2022,Surface water,617,0,0,0,0,0,0
Hauts-de-France,2023,Biota,7,5,7,7,71.42857142857143,100,100
Hauts-de-France,2023,Groundwater,80,0,50,0,0,62.5,0
Hauts-de-France,2023,Surface water,754,0,0,0,0,0,0
Hauts-de-France,2024,Biota,4,1,4,4,25,100,100
Hauts-de-France,2024,Drinking water,3,0,0,0,0,0,0
Hauts-de-France,2024,Groundwater,27,0,9,0,0,33.33333333333333,0
Hauts-de-France,2024,Surface water,533,0,0,0,0,0,0
La Réunion,2012,Groundwater,4,0,3,0,0,75,0
La Réunion,2013,Groundwater,4,0,3,0,0,75,0
La Réunion,2013,Surface water,2,0,0,0,0,0,0
La Réunion,2017,Groundwater,6,0,5,0,0,83.33333333333334,0
La Réunion,2018,Groundwater,31,0,24,0,0,77.41935483870968,0
La Réunion,2018,Surface water,55,0,0,0,0,0,0
La Réunion,2019,Groundwater,25,0,18,0,0,72,0
La Réunion,2019,Surface water,4,0,0,0,0,0,0
La Réunion,2020,Groundwater,36,0,27,0,0,75,0
